clause_id,source_document,clause_text,category,risk_level,annotator_notes,confidence,matched_keywords,source
claudette_Evernote_j1_110,evernote_claudette.txt,"Except where our dispute is being resolved pursuant to an arbitration (as provided below), if you reside in Brazil, you agree that any claim or dispute you may have against Evernote must be resolved exclusively by the courts in São Paolo-SP, Brasil.",arbitration,LOW,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <j1>. Expert-annotated.,1.0,,claudette
claudette_Evernote_j1_111,evernote_claudette.txt,"You agree to submit to the exclusive personal jurisdiction of the courts located within São Paolo-SP, Brasil (and, for the avoidance of doubt, to exclude the jurisdiction of any other court) for the purpose of litigating all such claims or disputes.",arbitration,LOW,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <j1>. Expert-annotated.,1.0,,claudette
claudette_Evernote_j3_112,evernote_claudette.txt,"Except where our dispute is being resolved pursuant to an arbitration (as provided below), if you are not a resident of the United States, Canada, or Brazil, you agree that any claim or dispute you may have against Evernote must be resolved exclusively by the courts in Zurich, Switzerland.",arbitration,HIGH,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <j3>. Expert-annotated.,1.0,,claudette
claudette_Evernote_j3_113,evernote_claudette.txt,"You agree to submit to the exclusive personal jurisdiction of the courts located within Zurich, Switzerland (and, for the avoidance of doubt, to exclude the jurisdiction of any other court) for the purpose of litigating all such claims or disputes.",arbitration,HIGH,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <j3>. Expert-annotated.,1.0,,claudette
claudette_Evernote_a2_114,evernote_claudette.txt,"Unless you are subject to the Arbitration Agreement set out below, and subject to any applicable laws, if a claim arises between you and Evernote where the total value of such claim is less than US$10,000, the party initiating the claim may elect to have the dispute resolved pursuant to a binding arbitration process that does not require attendance in person.",arbitration,MEDIUM,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <a2>. Expert-annotated.,1.0,,claudette
claudette_Evernote_a2_115,evernote_claudette.txt,"If you reside in the United States or are otherwise subject to the US Federal Arbitration Act, you and Evernote agree that any and all disputes or claims that have arisen or may arise between us - except any dispute relating to the enforcement or validity of your, our or either of our licensors’ intellectual property rights - shall be resolved exclusively through final and binding arbitration, rather than in court, except that you may assert claims in small claims court, if your claims qualify.",arbitration,MEDIUM,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <a2>. Expert-annotated.,1.0,,claudette
claudette_Evernote_ltd2_116,evernote_claudette.txt,"You agree that regardless of any statute or law to the contrary or the applicable dispute resolution process, any claim or cause of action you may have arising out of or related to use of the Service or otherwise under these must be filed within one (1) year after such claim or cause of action arose or you hereby agree to be forever barred from bringing such claim.",liability_limitation,MEDIUM,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ltd2>. Expert-annotated.,1.0,,claudette
claudette_Linkedin_cr3_117,linkedin_claudette.txt,We are not obligated to publish any information or content on our Service and can remove it with or without notice.,content_rights,HIGH,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <cr3>. Expert-annotated.,1.0,,claudette
claudette_Linkedin_ltd2_118,linkedin_claudette.txt,You agree that we are not responsible for others’ (including other Members’) content or information.,liability_limitation,MEDIUM,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ltd2>. Expert-annotated.,1.0,,claudette
claudette_Linkedin_ltd2_119,linkedin_claudette.txt,"We cannot always prevent this misuse of our Services, and you agree that we are not responsible for any such misuse.",liability_limitation,MEDIUM,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ltd2>. Expert-annotated.,1.0,,claudette
claudette_Linkedin_ter2_120,linkedin_claudette.txt,"<ch2>LinkedIn reserves the right to restrict, suspend, or terminate your account if you breach this Contract or the law or are misusing the Services (e.g., violating any of the Dos and Don’ts or Professional Community Policies).</ch2>",data_retention,MEDIUM,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ter2>. Expert-annotated.,1.0,,claudette
claudette_Linkedin_ltd2_121,linkedin_claudette.txt,"TO THE FULLEST EXTENT PERMITTED BY LAW (AND UNLESS LINKEDIN HAS ENTERED INTO A SEPARATE WRITTEN AGREEMENT THAT OVERRIDES THIS CONTRACT), LINKEDIN, INCLUDING ITS AFFILIATES, WILL NOT BE LIABLE IN CONNECTION WITH THIS CONTRACT FOR LOST PROFITS OR LOST BUSINESS OPPORTUNITIES, REPUTATION (E.G., OFFENSIVE OR DEFAMATORY STATEMENTS), LOSS OF DATA (E.G., DOWN TIME OR LOSS, USE OF, OR CHANGES TO, YOUR INFORMATION OR CONTENT) OR ANY INDIRECT, INCIDENTAL, CONSEQUENTIAL, SPECIAL OR PUNITIVE DAMAGES.",liability_limitation,MEDIUM,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ltd2>. Expert-annotated.,1.0,,claudette
claudette_Linkedin_ltd2_122,linkedin_claudette.txt,"LINKEDIN AND ITS AFFILIATES WILL NOT BE LIABLE TO YOU IN CONNECTION WITH THIS CONTRACT FOR ANY AMOUNT THAT EXCEEDS (A) THE TOTAL FEES PAID OR PAYABLE BY YOU TO LINKEDIN FOR THE SERVICES DURING THE TERM OF THIS CONTRACT, IF ANY, OR (B) US $1000.",liability_limitation,MEDIUM,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ltd2>. Expert-annotated.,1.0,,claudette
claudette_Linkedin_ltd2_123,linkedin_claudette.txt,"The limitations of liability in this Section 4 are part of the basis of the bargain between you and LinkedIn and shall apply to all claims of liability (e.g., warranty, tort, negligence, contract and law) even if LinkedIn or its affiliates has been told of the possibility of any such damage, and even if these remedies fail their essential purpose.",liability_limitation,MEDIUM,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ltd2>. Expert-annotated.,1.0,,claudette
claudette_Linkedin_ltd2_124,linkedin_claudette.txt,"These limitations of liability do not apply to liability for death or personal injury or for fraud, gross negligence or intentional misconduct, or in cases of negligence where a material obligation has been breached, a material obligation being such which forms a prerequisite to our delivery of services and on which you may reasonably rely, but only to the extent that the damages were directly caused by the breach and were foreseeable upon conclusion of this Contract and to the extent that they are typical in the context of this Contract.",liability_limitation,MEDIUM,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ltd2>. Expert-annotated.,1.0,,claudette
claudette_Linkedin_ter3_125,linkedin_claudette.txt,"We can each end this Contract, but some rights and obligations survive.",data_retention,HIGH,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ter3>. Expert-annotated.,1.0,,claudette
claudette_Linkedin_ter3_126,linkedin_claudette.txt,Both you and LinkedIn may terminate this Contract at any time with notice to the other.,data_retention,HIGH,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ter3>. Expert-annotated.,1.0,,claudette
claudette_Linkedin_j3_127,linkedin_claudette.txt,"<law2>In the unlikely event we end up in a legal dispute, you and LinkedIn agree to resolve it in California courts using California law, or Dublin, Ireland courts using Irish law.</law2>",arbitration,HIGH,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <j3>. Expert-annotated.,1.0,,claudette
claudette_Linkedin_j3_128,linkedin_claudette.txt,"You and LinkedIn Ireland agree that claims and disputes can be litigated only in Dublin, Ireland, and we each agree to personal jurisdiction of the courts located in Dublin, Ireland.",arbitration,HIGH,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <j3>. Expert-annotated.,1.0,,claudette
claudette_Linkedin_j3_129,linkedin_claudette.txt,"You and LinkedIn both agree that all claims and disputes can be litigated only in the federal or state courts in Santa Clara County, California, USA, and you and LinkedIn each agree to personal jurisdiction in those courts.",arbitration,HIGH,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <j3>. Expert-annotated.,1.0,,claudette
claudette_Skyscanner_ltd2_130,skyscanner_claudette.txt,"While you may choose to rely on our forecasts, we do not and cannot guarantee their accuracy and accept no liability for any inaccuracy or unavailability of indicative prices.",liability_limitation,MEDIUM,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ltd2>. Expert-annotated.,1.0,,claudette
claudette_Skyscanner_ltd2_131,skyscanner_claudette.txt,Skyscanner facilitates your bookings with Travel Providers but is not responsible and has no liability to you in respect of such bookings.,liability_limitation,MEDIUM,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ltd2>. Expert-annotated.,1.0,,claudette
claudette_Skyscanner_ter2_132,skyscanner_claudette.txt,"You acknowledge that breaching Travel Provider Terms could result in the cancellation of tickets or reservations, revocation of frequent flier miles and other benefits, and additional charges.",data_retention,MEDIUM,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ter2>. Expert-annotated.,1.0,,claudette
claudette_Skyscanner_ltd2_133,skyscanner_claudette.txt,"Skyscanner has no responsibility whatsoever for any arrangements you make with any third party as a result of your use of our Services or Platforms (including, without limitation, any Travel Provider).",liability_limitation,MEDIUM,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ltd2>. Expert-annotated.,1.0,,claudette
claudette_Skyscanner_ltd2_134,skyscanner_claudette.txt,We have no control over the contents of those sites or resources and accept no responsibility for them or for any loss or damage that may arise from your use of them.,liability_limitation,MEDIUM,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ltd2>. Expert-annotated.,1.0,,claudette
claudette_Skyscanner_ltd2_135,skyscanner_claudette.txt,"Each individual advertiser is solely responsible for the content of its advertising material and Skyscanner accepts no responsibility for the content of advertising material, including, without limitation, any errors, omissions or inaccuracies.",liability_limitation,MEDIUM,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ltd2>. Expert-annotated.,1.0,,claudette
claudette_Skyscanner_ltd2_136,skyscanner_claudette.txt,"To the maximum extent permitted by law, we (together with our officers, directors, employees, representatives, affiliates, providers and third parties) do not accept any liability for (a) any inaccuracies or omissions in the content displayed on or via our Services or Platforms; or (b) any act of god, accident, delay or any special, exemplary, punitive, indirect, incidental or consequential loss or damage of any kind (including, without limitation, lost profits or lost savings), whether based in contract, tort (including negligence), strict liability or otherwise, incurred by you arising out of or in connection with your access to, use of, or inability to access or use, our Services or Platforms or their contents.",liability_limitation,MEDIUM,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ltd2>. Expert-annotated.,1.0,,claudette
claudette_Skyscanner_ltd2_137,skyscanner_claudette.txt,"Subject to these Terms and to the extent permitted by law, our maximum aggregate liability to you arising out of or in connection with these Terms or your access to, use of, or inability to access or use, our Services or Platforms shall be limited to the sum of £100 (one hundred pounds sterling).",liability_limitation,MEDIUM,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ltd2>. Expert-annotated.,1.0,,claudette
claudette_Skyscanner_ltd1_138,skyscanner_claudette.txt,Nothing in these Terms shall limit or exclude (a) our liability in respect of death or personal injury caused by our negligence or for our fraud or fraudulent misrepresentation; (b) any other liability that cannot be excluded by law; or (c) your statutory rights.,liability_limitation,LOW,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ltd1>. Expert-annotated.,1.0,,claudette
claudette_Skyscanner_ter3_139,skyscanner_claudette.txt,"Skyscanner may in its absolute discretion immediately terminate any agreement with you under these Terms at any time upon notice to you and/or, if you have a log-in account, by cancelling your membership and your access to your account and removing any User Content you have uploaded to our Services or Platforms.",data_retention,HIGH,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ter3>. Expert-annotated.,1.0,,claudette
claudette_Skyscanner_ter3_140,skyscanner_claudette.txt,"<ltd2>Skyscanner may suspend your access and use in whole or in part without notice at any time, for example to prevent you from uploading any User Content, without incurring any liability to you whatsoever.</ltd2>",data_retention,HIGH,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ter3>. Expert-annotated.,1.0,,claudette
claudette_Ryanair_ltd2_141,ryanair_claudette.txt,"Ryanair will not be held liable for any losses and/or damages arising from the use of this website or of any other website to which this website provides a link, and/or from the use of information presented on this or any such other website.",liability_limitation,MEDIUM,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ltd2>. Expert-annotated.,1.0,,claudette
claudette_Ryanair_j3_142,ryanair_claudette.txt,"<law2>It is a condition precedent to the use of any Ryanair Group website, including access to information relating to flight details, costs, etc., that any such party submits to the sole and exclusive jurisdiction of the Courts of the Republic of Ireland and to the application of the law in that jurisdiction (except as otherwise provided by mandatory consumer law provisions), including any party accessing such information or facilities on their own behalf or on behalf of others.</law2>",arbitration,HIGH,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <j3>. Expert-annotated.,1.0,,claudette
claudette_Ryanair_j3_143,ryanair_claudette.txt,"In the absolute and sole discretion of Ryanair, a legal action may be brought by Ryanair against any party in breach of these terms and conditions, at its election, in Ireland or the place of breach or the domicile of that party, and, if more than one party, in the domicile of any one of those parties, and all other parties shall submit to that jurisdiction.",arbitration,HIGH,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <j3>. Expert-annotated.,1.0,,claudette
claudette_Skype_a2_144,skype_claudette.txt,"If you live in the USA and select Pay by Mobile (see paragraph 20), a binding arbitration clause and class action waiver affects your rights to resolve a dispute with Skype, its corporate affiliates, or other third parties including mobile phone carriers.",arbitration,MEDIUM,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <a2>. Expert-annotated.,1.0,,claudette
claudette_Skype_ltd2_145,skype_claudette.txt,"You will not be entitled to claim damages for such suspension or limitation of the use of any Software, Product or Skype Website.",liability_limitation,MEDIUM,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ltd2>. Expert-annotated.,1.0,,claudette
claudette_Skype_ltd2_146,skype_claudette.txt,Skype will have no liability for your failed emergency call in such circumstances.,liability_limitation,MEDIUM,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ltd2>. Expert-annotated.,1.0,,claudette
claudette_Skype_cr3_147,skype_claudette.txt,"Skype may in its sole discretion block, prevent delivery of or otherwise remove the content of communications as part of its effort to protect the Software, Products or its customers, or otherwise enforce these Terms.",content_rights,HIGH,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <cr3>. Expert-annotated.,1.0,,claudette
claudette_Skype_ter2_148,skype_claudette.txt,"<cr2>Further, Skype may in its sole discretion remove such content and/or terminate these Terms and your User Account if you use any content that is in breach of these Terms.</cr2>",data_retention,MEDIUM,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ter2>. Expert-annotated.,1.0,,claudette
claudette_Skype_cr3_149,skype_claudette.txt,"If Skype receives any notification that any material that you post, upload, edit, host, share and/or publish on the Skype Website or through the Software (excluding your private communications) (“User Submission”) is inappropriate, infringes any rights of any third party, or if Skype wishes to remove your User Submission for any reason whatsoever, Skype reserves the right to automatically remove such User Submission for any reason immediately or within such other timescales as may be decided from time to time by Skype in its sole discretion.",content_rights,HIGH,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <cr3>. Expert-annotated.,1.0,,claudette
claudette_Skype_ltd2_150,skype_claudette.txt,"Skype takes no responsibility for any disruption, interruption or delay caused by any failure of or inadequacy in any of these items or any other items over which we have no control.",liability_limitation,MEDIUM,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ltd2>. Expert-annotated.,1.0,,claudette
claudette_Skype_ter2_151,skype_claudette.txt,"Skype may terminate its relationship with you, or may terminate or suspend your use of the Software, User Account(s), Products or Skype Websites at any time and without recourse to the courts: (a) if you are in breach of these Terms; (b) if Skype reasonably suspects that you are using the Software, the Products and/or Skype Websites to break the law or infringe third party rights; (c) if Skype reasonably suspects that you are trying to unfairly exploit or misuse the refund policy, or any of our policies. (d) if Skype reasonably suspects that you are using our Products, Software and/or Skype Websites fraudulently or that your User Account is being used by a third party fraudulently; (e) if you have purchased Skype Credit from an unauthorised reseller; (f) in respect of a particular Product, on thirty (30) days notice if Skype decides to cease offering that Product; (g) immediately, if required due to a change in laws/regulation by a regulator or authority with a lawful mandate, or by any of Skype’s partners; (h) on thirty (30) days notice if Skype decides to cease offering the Software to users in your jurisdiction generally.",data_retention,MEDIUM,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ter2>. Expert-annotated.,1.0,,claudette
claudette_Skype_ter2_152,skype_claudette.txt,We reserve the right to cancel User Accounts that have been inactive for more than one (1) year.,data_retention,MEDIUM,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ter2>. Expert-annotated.,1.0,,claudette
claudette_Skype_ltd1_153,skype_claudette.txt,"Nothing in these Terms shall exclude or restrict Skype's liability for (a) death or personal injury, (b) loss resulting from Skype's wilful default or gross negligence, (c) fraud or deliberate misrepresentation, or (d) any liability which cannot be limited or excluded by applicable law.",liability_limitation,LOW,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ltd1>. Expert-annotated.,1.0,,claudette
claudette_Skype_ltd2_154,skype_claudette.txt,"YOU ACKNOWLEDGE AND AGREE THAT SKYPE WILL HAVE NO LIABILITY WHATSOEVER, WHETHER IN CONTRACT, TORT (INCLUDING NEGLIGENCE) OR ANY OTHER THEORY OF LIABILITY, AND WHETHER OR NOT THE POSSIBILITY OF SUCH DAMAGES OR LOSSES HAS BEEN NOTIFIED TO SKYPE, IN CONNECTION WITH OR ARISING FROM YOUR USE OF SKYPE WEBSITES, OR THE INTERNET COMMUNICATIONS SOFTWARE OR OTHER SOFTWARE THAT IS PROVIDED FREE OF CHARGE.",liability_limitation,MEDIUM,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ltd2>. Expert-annotated.,1.0,,claudette
claudette_Skype_ltd2_155,skype_claudette.txt,"Subject to paragraphs 12.3 and 12.4 above, Skype shall not be liable to you, whether in contract, tort (including negligence) or any other theory of liability, and whether or not the possibility of such damages or losses has been notified to Skype, for: (a) any indirect, special, incidental or consequential damages; or (b) any loss of income, business, actual or anticipated profits, opportunity, goodwill or reputation (whether direct or indirect); or (c) any damage to or corruption of data (whether direct or indirect); (d) any claim, damage or loss (whether direct or indirect ) arising from or relating to: (i) your inability to use the Software to contact Emergency Services; (ii) your failure to make additional arrangements to access Emergency Services in accordance with paragraph 5.5 above; (iii)the service limitations set out in paragraph 5.6; (iv)your failure to provide accurate physical location information to an Emergency Services operative; or (v)conduct of third party Emergency Services operatives and calling centres to which you may be connected. (e) any claim, damage or loss (whether direct or indirect) arising from or relating to: (i) any product or service provided by a third party under their own terms of service, including without limitation, Skype WiFi; (ii) any Third Party Technology; (iii) any third party website.",liability_limitation,MEDIUM,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ltd2>. Expert-annotated.,1.0,,claudette
claudette_Skype_ltd2_156,skype_claudette.txt,"Subject to paragraphs 12.3 - 12.5 above, Skype’s total liability to you under or in connection with these Terms (whether in contract, tort (including negligence) or any other theory of liability)) SHALL NOT EXCEED IN AGGREGATE THE AMOUNT PAID BY YOU FOR THE PRODUCTS IN THE 12 MONTH PERIOD IMMEDIATELY PRIOR TO THE DATE OF THE EVENT GIVING RISE TO THE RELEVANT CLAIM, SUBJECT TO A MAXIMUM OF FIVE THOUSAND EUROS IN ALL CASES.",liability_limitation,MEDIUM,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ltd2>. Expert-annotated.,1.0,,claudette
claudette_Skype_ltd2_157,skype_claudette.txt,"Whilst Skype takes no responsibility for such products or services, if you encounter any problems with payment for or download, use of installation of such products or services, Skype will use commercially reasonable endeavours to assist or resolve the problems.",liability_limitation,MEDIUM,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ltd2>. Expert-annotated.,1.0,,claudette
claudette_Skype_ltd2_158,skype_claudette.txt,Skype is not responsible for such third party websites or the availability of such websites and does not endorse any content or material on such third party websites.,liability_limitation,MEDIUM,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ltd2>. Expert-annotated.,1.0,,claudette
claudette_Skype_ltd2_159,skype_claudette.txt,"You acknowledge and agree that if Skype is unable to provide the Software, Products and/or Skype Websites as a result of a force majeure event, Skype will not be in breach of any of its obligations towards you under these Terms.",liability_limitation,MEDIUM,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ltd2>. Expert-annotated.,1.0,,claudette
claudette_Skype_ter3_160,skype_claudette.txt,The right to use the number and the cancellation of such right rest with the Skype Manager administrator at his/her sole discretion and not you.,data_retention,HIGH,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ter3>. Expert-annotated.,1.0,,claudette
claudette_Skype_ter2_161,skype_claudette.txt,"Skype may at its option, terminate its relationship with you, or may suspend your subscription immediately if it determines you are using your subscription contrary to this FUP or Skype’s Terms of Use.",data_retention,MEDIUM,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ter2>. Expert-annotated.,1.0,,claudette
claudette_Skype_ter2_162,skype_claudette.txt,"Skype may in its option, terminate its relationship with you, or suspend your account immediately if it determines you are using Video Messaging contrary to this FUP or these Terms.",data_retention,MEDIUM,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ter2>. Expert-annotated.,1.0,,claudette
claudette_Skype_j1_163,skype_claudette.txt,"You may also litigate any dispute in a small claims court in your county of residence, if the dispute meets all requirements to be heard in the small claims court.",arbitration,LOW,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <j1>. Expert-annotated.,1.0,,claudette
claudette_Skype_a2_164,skype_claudette.txt,"If you and a Disputed Party do not resolve any dispute by informal negotiation or in small claims court, any other effort to resolve the dispute will be conducted exclusively by binding arbitration governed by the United States Federal Arbitration Act (“FAA”).",arbitration,MEDIUM,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <a2>. Expert-annotated.,1.0,,claudette
claudette_Garmin_ltd2_165,garmin_claudette.txt,"GARMIN SHALL NOT BE LIABLE FOR (1) ANY INACCURACY, ERROR IN OR FAILURE OF THE SOFTWARE; (2) ANY LOSS OR DAMAGE (INCLUDING WITHOUT LIMITATION ANY CONSEQUENTIAL, INDIRECT, INCIDENTAL, SPECIAL OR EXEMPLARY DAMAGES) ARISING FROM ANY DOWNLOAD OR USE MADE OF THE SOFTWARE, OR OCCASIONED BY ANY SUCH INACCURACY, ERROR OR FAILURE OF THE SOFTWARE.",liability_limitation,MEDIUM,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ltd2>. Expert-annotated.,1.0,,claudette
claudette_Garmin_ltd2_166,garmin_claudette.txt,"IF ANY OF THE ABOVE PROVISIONS ARE VOID UNDER APPLICABLE LAW, GARMIN'S LIABILITY SHALL BE LIMITED TO THE FULL EXTENT PERMITTED BY LAW.",liability_limitation,MEDIUM,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ltd2>. Expert-annotated.,1.0,,claudette
claudette_Garmin_ltd2_167,garmin_claudette.txt,"Garmin is not legally responsible for any User Submissions, even if a User Submission is defamatory or otherwise legally actionable.",liability_limitation,MEDIUM,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ltd2>. Expert-annotated.,1.0,,claudette
claudette_Garmin_ltd2_168,garmin_claudette.txt,"For example, we are not responsible for, and we do not endorse, the opinions, advice, or recommendations posted or sent by users in any Public Forum and we specifically disclaim any and all liability in connection therewith.",liability_limitation,MEDIUM,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ltd2>. Expert-annotated.,1.0,,claudette
claudette_Garmin_cr2_169,garmin_claudette.txt,"We reserve the right, but disclaim any obligation or responsibility, to refuse to post or communicate or remove any User Submission from any Garmin Site that violates these Terms of Use (including the Rules of Conduct).",content_rights,MEDIUM,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <cr2>. Expert-annotated.,1.0,,claudette
claudette_Garmin_ter2_170,garmin_claudette.txt,We may suspend or terminate your account and your ability to use any Garmin Site or portion thereof for failure to comply with these Terms of Use or any special terms related to a particular service.,data_retention,MEDIUM,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ter2>. Expert-annotated.,1.0,,claudette
claudette_Garmin_ltd2_171,garmin_claudette.txt,Some Content on the Garmin Sites may be provided by third parties and Garmin will not be held responsible for any such Content provided by third parties.,liability_limitation,MEDIUM,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ltd2>. Expert-annotated.,1.0,,claudette
claudette_Garmin_ltd2_172,garmin_claudette.txt,"IF YOUR USE OF THE GARMIN SITES OR THE CONTENT RESULTS IN THE NEED FOR SERVICING OR REPLACING EQUIPMENT OR LOSS OF PROFITS OR DATA, GARMIN WILL NOT BE RESPONSIBLE FOR THOSE COSTS.",liability_limitation,MEDIUM,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ltd2>. Expert-annotated.,1.0,,claudette
claudette_Garmin_ltd2_173,garmin_claudette.txt,"IN NO EVENT WILL GARMIN OR ANY THIRD PARTIES MENTIONED AT THE GARMIN SITES BE LIABLE FOR ANY DAMAGES WHATSOEVER (INCLUDING, BUT NOT LIMITED TO, INCIDENTAL, EXEMPLARY, AND CONSEQUENTIAL DAMAGES, LOST PROFITS, OR DAMAGES RESULTING FROM LOST DATA OR BUSINESS INTERRUPTION) RESULTING FROM THE USE OR INABILITY TO USE THE GARMIN SITES AND THE CONTENT, WHETHER BASED ON WARRANTY, CONTRACT, TORT, OR ANY OTHER LEGAL THEORY, AND WHETHER OR NOT GARMIN IS ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.",liability_limitation,MEDIUM,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ltd2>. Expert-annotated.,1.0,,claudette
claudette_Garmin_ltd2_174,garmin_claudette.txt,"SOME STATES DO NOT ALLOW THE EXCLUSION OR LIMITATION OF INCIDENTAL OR CONSEQUENTIAL DAMAGES, SO THE ABOVE LIMITATION OR EXCLUSION MAY NOT APPLY TO YOU, IN WHICH CASE SUCH EXCLUSION OR LIMITATION APPLIES TO THE FULLEST EXTENT ALLOWABLE UNDER THE APPLICABLE LAW.",liability_limitation,MEDIUM,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ltd2>. Expert-annotated.,1.0,,claudette
claudette_Garmin_ter2_175,garmin_claudette.txt,"It is Garmin's policy, at its discretion and when appropriate, to terminate the accounts of users who may infringe or repeatedly infringe the copyrights of third parties.",data_retention,MEDIUM,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ter2>. Expert-annotated.,1.0,,claudette
claudette_Garmin_j3_176,garmin_claudette.txt,"By using a Garmin Site, you agree that the exclusive forum for any claims or causes of action arising out of your use of the Garmin Site is the United States District Court for the District of Kansas, or any Kansas State court sitting in Johnson County.",arbitration,HIGH,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <j3>. Expert-annotated.,1.0,,claudette
claudette_Yelp_ter3_177,yelp_claudette.txt,We reserve the right to close your account at any time for any or no reason.,data_retention,HIGH,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ter3>. Expert-annotated.,1.0,,claudette
claudette_Yelp_ter3_178,yelp_claudette.txt,<ch2>Yelp reserves all rights in the Feed Content and may terminate the Feeds at any time.</ch2>,data_retention,HIGH,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ter3>. Expert-annotated.,1.0,,claudette
claudette_Yelp_cr3_179,yelp_claudette.txt,"We reserve the right to remove, screen, edit, or reinstate User Content from time to time at our sole discretion for any reason or no reason, and without notice to you.",content_rights,HIGH,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <cr3>. Expert-annotated.,1.0,,claudette
claudette_Yelp_cr2_180,yelp_claudette.txt,"For example, we may remove a review if we believe it violates our Content Guidelines.",content_rights,MEDIUM,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <cr2>. Expert-annotated.,1.0,,claudette
claudette_Yelp_ltd2_181,yelp_claudette.txt,PLEASE READ THIS SECTION CAREFULLY SINCE IT LIMITS THE LIABILITY OF THE YELP ENTITIES TO YOU.,liability_limitation,MEDIUM,CLAUDETTE corpus (Drawzeski et al. 2021). Tag: <ltd2>. Expert-annotated.,1.0,,claudette
